#node	asm	tax	desc	tax_species	color
NZ_CM000659.1	GCF_000155045.1_cdeaa_genomic.fna.gz	499176	Clostridioides difficile CIP 107932	1496	#1415DB
NZ_CM000660.1	GCF_000155065.1_ASM15506v1_genomic.fna.gz	499174	Clostridioides difficile QCD-23m63	1496	#1415DB
NZ_DS981518.1	GCF_000155085.1_ASM15508v1_genomic.fna.gz	471871	Clostridium sporogenes ATCC 15579	1509	#1CD388
NZ_CH991901.1	GCF_000155105.1_ASM15510v1_genomic.fna.gz	502347	Escherichia albertii TW07627	208962	#3C009F
NZ_CM000662.1	GCF_000155125.1_ASM15512v1_genomic.fna.gz	502346	Escherichia coli O157:H7 str. TW14588	562	#4E4B5F
NZ_DS985179.1	GCF_000155145.1_ASM15514v1_genomic.fna.gz	515615	Mycobacterium tuberculosis 94_M4241A	1773	#4ABE17
NZ_DS985201.1	GCF_000155165.1_ASM15516v1_genomic.fna.gz	515616	Mycobacterium tuberculosis 02_1987	1773	#4ABE17
NZ_DS990209.1	GCF_000155205.1_ASM15520v1_genomic.fna.gz	471875	Ruminococcus lactaris ATCC 29176	46228	#3F303B
NZ_DS985169.1	GCF_000155225.1_ASM15522v1_genomic.fna.gz	520140	Mycobacterium tuberculosis EAS054	1773	#4ABE17
NZ_CM000487.1	GCF_000155325.1_ASM15532v1_genomic.fna.gz	224308	Bacillus subtilis subsp. subtilis str. 168	1423	#856FC8
NZ_CM000489.1	GCF_000155355.1_ASM15535v1_genomic.fna.gz	535025	Bacillus subtilis subsp. subtilis str. JH642	1423	#856FC8
NZ_CM000490.1	GCF_000155375.1_ASM15537v1_genomic.fna.gz	535024	Bacillus subtilis subsp. subtilis str. SMY	1423	#856FC8
NZ_DS990237.1	GCF_000155395.1_ASM15539v1_genomic.fna.gz	398513	Bifidobacterium bifidum NCIMB 41171	1681	#F50A6C
NZ_DS990259.1	GCF_000155415.1_ASM15541v1_genomic.fna.gz	537937	Bifidobacterium longum subsp. infantis CCUG 52486	216816	#348BBE
NZ_DS990367.1	GCF_000155435.1_ASM15543v1_genomic.fna.gz	457421	Clostridiales bacterium 1_7_47FAA	457421	#D662E3
NZ_DS990390.1	GCF_000155455.1_ASM15545v1_genomic.fna.gz	537970	Helicobacter canadensis MIT 98-5491	123841	#AD115D
NZ_DS990440.1	GCF_000155475.1_ASM15547v1_genomic.fna.gz	537971	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	213	#979D47
NZ_DS990484.1	GCF_000155495.1_ASM15549v1_genomic.fna.gz	537972	Helicobacter pullorum MIT 98-5489	35818	#93E5B6
NC_022112.1	GCF_000155515.2_ASM15551v2_genomic.fna.gz	537973	Lactobacillus paracasei subsp. paracasei 8700:2	1597	#87EC2F
NZ_DS990228.1	GCF_000155535.1_ASM15553v1_genomic.fna.gz	543737	Francisella tularensis subsp. tularensis MA00-2987	263	#8C19F5
NZ_DS989897.1	GCF_000155555.1_ASM15555v1_genomic.fna.gz	118168	Coleofasciculus chthonoplastes PCC 7420	64178	#438968
NZ_DS989903.1	GCF_000155575.1_ASM15557v1_genomic.fna.gz	391600	Brevundimonas sp. BAL3	391600	#5A15B8
NZ_DS989914.1	GCF_000155595.1_ASM15559v1_genomic.fna.gz	91464	Synechococcus sp. PCC 7335	91464	#209262
NZ_DS989918.1	GCF_000155615.1_ASM15561v1_genomic.fna.gz	236097	Alcanivorax sp. DG881	236097	#A20085
NZ_DS990557.1	GCF_000155635.1_ASM15563v1_genomic.fna.gz	180281	Cyanobium sp. PCC 7001	180281	#855AB5
NZ_DS995311.1	GCF_000155655.1_ASM15565v1_genomic.fna.gz	473788	Nitrosococcus oceani AFC27	1229	#310CE6
NC_020911.1	GCF_000155675.2_ASM15567v2_genomic.fna.gz	391626	Octadecabacter antarcticus 307	1217908	#4183AE
NZ_DS990597.1	GCF_000155695.1_ASM15569v1_genomic.fna.gz	382464	Verrucomicrobiae bacterium DG1235	382464	#B72052
NZ_DS990627.1	GCF_000155715.1_ASM15571v1_genomic.fna.gz	391615	gamma proteobacterium HTCC5015	391615	#5F21F5
NC_020908.1	GCF_000155735.2_ASM15573v2_genomic.fna.gz	391616	Octadecabacter arcticus 238	53946	#F47EB1
NZ_DS989821.1	GCF_000155755.1_FTE_ASSEMBLY_genomic.fna.gz	545422	Francisella tularensis subsp. novicida FTE	263	#8C19F5
NZ_DS989817.1	GCF_000155775.1_ASM15577v1_genomic.fna.gz	455436	Glaciecola sp. HTCC2999	455436	#36E280
NZ_DS999530.1	GCF_000155795.1_ASM15579v1_genomic.fna.gz	555461	Mycobacterium tuberculosis '98-R604 INH-RIF-EM'	1773	#4ABE17
NZ_DS995527.1	GCF_000155815.1_ASM15581v1_genomic.fna.gz	483216	Bacteroides eggerthii DSM 20697	28111	#EFF273
NZ_DS996928.1	GCF_000155855.1_ASM15585v1_genomic.fna.gz	483218	[Bacteroides] pectinophilus ATCC 43243	384638	#BD2D1B
NZ_GG662017.1	GCF_000155875.1_ASM15587v1_genomic.fna.gz	470146	Coprococcus comes ATCC 27758	410072	#E7D48C
NZ_DS995298.1	GCF_000155895.1_ASM15589v1_genomic.fna.gz	439493	Candidatus Pelagibacter sp. HTCC7211	439493	#3D88AA
NZ_GL545251.1	GCF_000155915.2_Lacto_jensenii_1153_V2_genomic.fna.gz	440497	Lactobacillus jensenii 1153	109790	#44D086
NZ_GG697146.2	GCF_000155955.1_ASM15595v1_genomic.fna.gz	500635	Mitsuokella multacida DSM 20544	52226	#63C2C5
NZ_GG730308.1	GCF_000155975.1_ASM15597v1_genomic.fna.gz	500640	Citrobacter youngae ATCC 29220	133448	#D87B16
NZ_GG704872.1	GCF_000155995.1_ASM15599v1_genomic.fna.gz	500639	Enterobacter cancerogenus ATCC 35316	69218	#5FA825
NZ_GG663534.1	GCF_000156015.1_ASM15601v1_genomic.fna.gz	511680	Butyrivibrio crossotus DSM 2876	45851	#9DC0A5
NZ_DS995353.1	GCF_000156035.2_ASM15603v2_genomic.fna.gz	500632	Tyzzerella nexilis DSM 1787	29361	#45C895
NZ_DS995362.1	GCF_000156055.1_ASM15605v1_genomic.fna.gz	500633	[Clostridium] hiranonis DSM 13275	89152	#E3651A
NZ_DS995567.1	GCF_000156075.1_ASM15607v1_genomic.fna.gz	483217	Bacteroides dorei DSM 17855	357276	#13FEF7
NZ_DS995297.1	GCF_000156095.1_ASM15609v1_genomic.fna.gz	929558	Sulfurimonas gotlandica GD1	1176482	#ACF9B2
NZ_DS995280.1	GCF_000156115.1_ASM15611v1_genomic.fna.gz	314270	Rhodobacteraceae bacterium HTCC2083	314270	#50729B
NZ_DS995285.1	GCF_000156135.1_ASM15613v1_genomic.fna.gz	439496	Rhodobacterales bacterium Y4I	439496	#06E939
NZ_DS995299.1	GCF_000156155.1_ASM15615v1_genomic.fna.gz	314607	beta proteobacterium KB13	314607	#E8EA5E
NZ_GG692712.1	GCF_000156175.1_ASM15617v1_genomic.fna.gz	521003	Collinsella intestinalis DSM 13280	147207	#0455B1
NZ_GG688349.1	GCF_000156195.1_ASM15619v1_genomic.fna.gz	483215	Bacteroides finegoldii DSM 17565	338188	#7CD6D1
NZ_DS995507.1	GCF_000156215.1_ASM15621v1_genomic.fna.gz	445975	Collinsella stercoris DSM 13279	147206	#37FDC3
NZ_DS996823.1	GCF_000156235.1_ASM15623v1_genomic.fna.gz	439495	Pseudovibrio sp. JE062	439495	#6A9AE3
NZ_DS999055.1	GCF_000156255.1_ASM15625v1_genomic.fna.gz	439497	Ruegeria sp. R11	439497	#ED66D1
NZ_ABXP02000001.1	GCF_000156275.2_ASM15627v2_genomic.fna.gz	391606	Caldanaerobacter subterraneus subsp. pacificus DSM 12653	911092	#5D7F5E
NZ_DS999252.1	GCF_000156295.1_ASM15629v1_genomic.fna.gz	247634	marine gamma proteobacterium HTCC2148	247634	#DDF768
NZ_DS999221.1	GCF_000156335.1_ASM15633v1_genomic.fna.gz	391589	Roseobacter sp. GAI101	391589	#400C16
NZ_GG657907.1	GCF_000156355.1_ASM15635v1_genomic.fna.gz	637616	Methylophaga thiooxydans DMS010	392484	#826AEB
NZ_DS996397.1	GCF_000156375.1_ASM15637v1_genomic.fna.gz	411464	Desulfovibrio piger ATCC 29098	901	#892C91
NZ_GG703851.1	GCF_000156395.1_ASM15639v1_genomic.fna.gz	500637	Providencia rustigianii DSM 4541	158850	#B444AA
NZ_DS995367.1	GCF_000156415.1_ASM15641v1_genomic.fna.gz	563990	Francisella tularensis subsp. novicida FTG	263	#8C19F5
NZ_DS999643.1	GCF_000156435.1_ASM15643v1_genomic.fna.gz	566461	Streptomyces viridosporus ATCC 14672	67581	#4D89C2
NZ_DS999644.1	GCF_000156455.1_ASM15645v1_genomic.fna.gz	457431	Streptomyces filamentosus NRRL 15998	67294	#5CEE3B
NZ_DS999646.1	GCF_000156475.1_ASM15647v1_genomic.fna.gz	1886	Streptomyces albidoflavus	1886	#C366C2
NZ_DS996545.1	GCF_000156495.1_ASM15649v1_genomic.fna.gz	537006	Parabacteroides johnsonii DSM 18315	387661	#194EC7
NZ_GG657881.1	GCF_000156515.1_ASM15651v1_genomic.fna.gz	553973	[Clostridium] hylemonae DSM 15053	89153	#09C1E4
NZ_GG692814.1	GCF_000156535.1_ASM15653v1_genomic.fna.gz	536231	Roseburia intestinalis L1-82	166486	#F2006C
NZ_GG666043.1	GCF_000156555.1_ASM15655v1_genomic.fna.gz	525244	Acinetobacter sp. ATCC 27244	525244	#4ED9A5
NZ_GG666294.1	GCF_000156575.1_ASM15657v1_genomic.fna.gz	525254	Anaerococcus lactolyticus ATCC 51172	33032	#AD2C9E
NZ_GG667190.1	GCF_000156595.1_ASM15659v1_genomic.fna.gz	548477	Corynebacterium glucuronolyticum ATCC 51867	39791	#EECC0D
NZ_GL542874.1	GCF_000156615.2_ASM15661v2_genomic.fna.gz	525264	Corynebacterium pseudogenitalium ATCC 33035	38303	#2E7CF6
NZ_GG663540.1	GCF_000156635.1_ASM15663v1_genomic.fna.gz	518635	Bifidobacterium angulatum DSM 20098 = JCM 7096	1683	#FDDD79
NZ_DS996879.1	GCF_000156655.1_ASM15665v1_genomic.fna.gz	518637	Holdemanella biformis DSM 3989	1735	#C4492C
NZ_GG698595.1	GCF_000156675.1_ASM15667v1_genomic.fna.gz	537007	Blautia hansenii DSM 20583	1322	#DC960C
NZ_ABYX02000001.1	GCF_000156695.2_ASM15669v2_genomic.fna.gz	457430	Streptomyces filamentosus NRRL 11379	67294	#5CEE3B
NZ_DS999324.1	GCF_000156715.1_ASM15671v1_genomic.fna.gz	539329	Francisella philomiragia subsp. philomiragia ATCC 25015	28110	#43102E
NZ_DS996944.1	GCF_000156735.1_ASM15673v1_genomic.fna.gz	569881	Wolbachia endosymbiont of Culex quinquefasciatus JHB	263437	#43F01E
NZ_DS999958.1	GCF_000156755.1_ASM15675v1_genomic.fna.gz	528345	Neisseria gonorrhoeae 1291	485	#218A0A
NZ_DS999998.1	GCF_000156775.1_ASM15677v1_genomic.fna.gz	528346	Neisseria gonorrhoeae 35/02	485	#218A0A
NZ_EQ972689.1	GCF_000156795.1_ASM15679v1_genomic.fna.gz	528347	Neisseria gonorrhoeae DGI18	485	#218A0A
NZ_EQ972744.1	GCF_000156815.1_ASM15681v1_genomic.fna.gz	528353	Neisseria gonorrhoeae FA6140	485	#218A0A
NZ_KI391931.1	GCF_000156835.2_Neis_gono_FA19_V2_genomic.fna.gz	528352	Neisseria gonorrhoeae FA19	485	#218A0A
NC_022243.1	GCF_000156855.2_ASM15685v2_genomic.fna.gz	528354	Neisseria gonorrhoeae MS11	485	#218A0A
NZ_EQ972882.1	GCF_000156875.1_ASM15687v1_genomic.fna.gz	528356	Neisseria gonorrhoeae PID18	485	#218A0A
NZ_EQ972930.1	GCF_000156895.1_ASM15689v1_genomic.fna.gz	528355	Neisseria gonorrhoeae PID1	485	#218A0A
NZ_EQ972984.1	GCF_000156915.1_ASM15691v1_genomic.fna.gz	528357	Neisseria gonorrhoeae PID24-1	485	#218A0A
NZ_EQ973031.1	GCF_000156935.1_ASM15693v1_genomic.fna.gz	528358	Neisseria gonorrhoeae PID332	485	#218A0A
NZ_EQ973078.1	GCF_000156955.1_ASM15695v1_genomic.fna.gz	528359	Neisseria gonorrhoeae SK-92-679	485	#218A0A
NZ_EQ973118.1	GCF_000156975.1_ASM15697v1_genomic.fna.gz	528360	Neisseria gonorrhoeae SK-93-1035	485	#218A0A
NZ_DS999053.1	GCF_000156995.1_ASM15699v1_genomic.fna.gz	563797	Pseudomonas coronafaciens pv. oryzae str. 1_6	53409	#1E3FF2
NZ_EQ973245.1	GCF_000157015.1_ASM15701v1_genomic.fna.gz	457424	Bacteroides fragilis 3_1_12	817	#31839B
NZ_KQ236092.1	GCF_000157035.2_Bacteroides_sp_2_1_7_V2_genomic.fna.gz	457388	Parabacteroides sp. 2_1_7	457388	#CE03FC
NZ_EQ973418.1	GCF_000157055.1_ASM15705v1_genomic.fna.gz	469590	Bacteroides sp. 2_2_4	469590	#6A4885
NZ_KQ235757.1	GCF_000157075.2_Bact_sp_9_1_42FAA_V2_genomic.fna.gz	457395	Bacteroides sp. 9_1_42FAA	457395	#12EEB5
NZ_JH114330.1	GCF_000157095.2_Bacteroides_sp_D1_V2_genomic.fna.gz	556258	Bacteroides sp. D1	556258	#59F9A5
NZ_KQ235739.1	GCF_000157115.2_Escherichia_sp_3_2_53FAA_V2_genomic.fna.gz	562	Escherichia coli	562	#4E4B5F
NZ_GG670360.1	GCF_000157135.1_ASM15713v1_genomic.fna.gz	565636	Enterococcus faecalis T1	1351	#3E313B
NZ_GG692854.1	GCF_000157155.1_ASM15715v1_genomic.fna.gz	565637	Enterococcus faecalis T2	1351	#3E313B
NZ_GG670370.1	GCF_000157175.1_ASM15717v1_genomic.fna.gz	565638	Enterococcus faecalis T3	1351	#3E313B
NZ_GG670384.1	GCF_000157195.1_ASM15719v1_genomic.fna.gz	565642	Enterococcus faecalis ATCC 4200	1351	#3E313B
NZ_GG670403.1	GCF_000157215.1_ASM15721v1_genomic.fna.gz	565652	Enterococcus casseliflavus EC30	37734	#CA1A4A
NZ_GG692897.1	GCF_000157235.1_ASM15723v1_genomic.fna.gz	565643	Enterococcus faecalis DS5	1351	#3E313B
NZ_GG670299.1	GCF_000157255.1_ASM15725v1_genomic.fna.gz	565653	Enterococcus gallinarum EG2	1353	#EE8374
NZ_GG692910.1	GCF_000157275.1_ASM15727v1_genomic.fna.gz	565651	Enterococcus faecalis ARO1/DG	1351	#3E313B
NZ_GG692832.1	GCF_000157295.1_ASM15729v1_genomic.fna.gz	565654	Enterococcus casseliflavus EC10	37734	#CA1A4A
NZ_GG692931.1	GCF_000157315.1_ASM15731v1_genomic.fna.gz	565645	Enterococcus faecalis Merz96	1351	#3E313B
NZ_GG692659.1	GCF_000157335.1_ASM15733v1_genomic.fna.gz	565646	Enterococcus faecalis HIP11704	1351	#3E313B
NC_020995.1	GCF_000157355.2_ASM15735v2_genomic.fna.gz	565655	Enterococcus casseliflavus EC20	37734	#CA1A4A
NZ_GG692709.1	GCF_000157375.1_ASM15737v1_genomic.fna.gz	565648	Enterococcus faecalis JH1	1351	#3E313B
NZ_GG692685.1	GCF_000157395.1_ASM15739v1_genomic.fna.gz	565647	Enterococcus faecalis E1Sol	1351	#3E313B
NZ_GG692671.1	GCF_000157415.1_ASM15741v1_genomic.fna.gz	565649	Enterococcus faecalis Fly1	1351	#3E313B
NZ_GG692621.1	GCF_000157435.1_ASM15743v1_genomic.fna.gz	565656	Enterococcus faecium 1,230,933	1352	#8B0DC6
NZ_GG688636.1	GCF_000157455.1_ASM15745v1_genomic.fna.gz	565650	Enterococcus faecalis D6	1351	#3E313B
NZ_GG688649.1	GCF_000157475.1_ASM15747v1_genomic.fna.gz	565640	Enterococcus faecalis T11	1351	#3E313B
NZ_GG688676.1	GCF_000157495.1_ASM15749v1_genomic.fna.gz	565644	Enterococcus faecalis CH188	1351	#3E313B
NZ_GG688435.1	GCF_000157515.1_ASM15751v1_genomic.fna.gz	565641	Enterococcus faecalis X98	1351	#3E313B
NZ_GG688546.1	GCF_000157535.1_ASM15753v1_genomic.fna.gz	565657	Enterococcus faecium 1,231,502	1352	#8B0DC6
NZ_GG688460.1	GCF_000157555.1_ASM15755v1_genomic.fna.gz	565658	Enterococcus faecium 1,231,501	1352	#8B0DC6
NZ_GG688485.1	GCF_000157575.1_ASM15757v1_genomic.fna.gz	565659	Enterococcus faecium 1,141,733	1352	#8B0DC6
NZ_GG692536.1	GCF_000157595.1_ASM15759v1_genomic.fna.gz	565660	Enterococcus faecium 1,231,410	1352	#8B0DC6
NZ_GG688625.1	GCF_000157615.1_ASM15761v1_genomic.fna.gz	565661	Enterococcus faecium 1,231,408	1352	#8B0DC6
NZ_GG670324.1	GCF_000157635.1_ASM15763v1_genomic.fna.gz	565662	Enterococcus faecium Com12	1352	#8B0DC6
NZ_GG670344.1	GCF_000157655.1_ASM15765v1_genomic.fna.gz	565663	Enterococcus faecium Com15	1352	#8B0DC6
NZ_DS999870.1	GCF_000157675.1_ASM15767v1_genomic.fna.gz	520454	Brucella abortus bv. 6 str. 870	235	#577EF1
NZ_DS999882.1	GCF_000157695.1_ASM15769v1_genomic.fna.gz	520452	Brucella abortus bv. 4 str. 292	235	#577EF1
NZ_DS999895.1	GCF_000157715.1_ASM15771v1_genomic.fna.gz	520451	Brucella abortus bv. 3 str. Tulya	235	#577EF1
NZ_DS999916.1	GCF_000157735.1_ASM15773v1_genomic.fna.gz	520450	Brucella abortus bv. 2 str. 86/8/59	235	#577EF1
NZ_DS999726.1	GCF_000157755.1_ASM15775v1_genomic.fna.gz	520489	Brucella suis bv. 5 str. 513	29461	#AEA552
NZ_DS999749.1	GCF_000157775.1_ASM15777v1_genomic.fna.gz	520487	Brucella suis bv. 3 str. 686	29461	#AEA552
NZ_DS999838.1	GCF_000157795.1_ASM15779v1_genomic.fna.gz	520463	Brucella pinnipedialis M163/99/10	120576	#B565E9
NZ_DS999857.1	GCF_000157815.1_ASM15781v1_genomic.fna.gz	520461	Brucella pinnipedialis B2/94	120576	#B565E9
NZ_DS999685.1	GCF_000157835.1_ASM15783v1_genomic.fna.gz	520459	Brucella ceti M644/93/1	120577	#536916
NZ_DS999707.1	GCF_000157855.1_ASM15785v1_genomic.fna.gz	520460	Brucella ceti M13/05/1	120577	#536916
NZ_DS999668.1	GCF_000157875.1_ASM15787v1_genomic.fna.gz	520449	Brucella sp. 83/13	520449	#E98907
NC_022663.1	GCF_000157895.3_ASM15789v2_genomic.fna.gz	557599	Mycobacterium kansasii ATCC 12478	1768	#DB2945
NZ_EQ973700.1	GCF_000157915.1_ASM15791v1_genomic.fna.gz	547042	Bacteroides coprophilus DSM 18228 = JCM 13818	387090	#4FDA6C
NZ_GG703878.1	GCF_000157935.1_ASM15793v1_genomic.fna.gz	537011	Prevotella copri DSM 18205	165179	#4781D6
NZ_GG704779.1	GCF_000157955.1_ASM15795v1_genomic.fna.gz	411471	Subdoligranulum variabile DSM 15176	214851	#7431B7
NZ_GG657710.1	GCF_000157975.1_ASM15797v1_genomic.fna.gz	476272	Blautia hydrogenotrophica DSM 10507	53443	#4D392F
NZ_GG657585.1	GCF_000157995.1_ASM15799v1_genomic.fna.gz	545696	Holdemania filiformis DSM 12042	61171	#B9315C
NZ_GG729932.1	GCF_000158015.1_ASM15801v1_genomic.fna.gz	518634	Bifidobacterium breve DSM 20213 = JCM 1192	1685	#5D7909
NZ_EQ973551.1	GCF_000158035.1_ASM15803v1_genomic.fna.gz	537012	Bacteroides cellulosilyticus DSM 14838	246787	#AD3E07
NZ_GG705293.1	GCF_000158055.1_ASM15805v1_genomic.fna.gz	521000	Providencia rettgeri DSM 1131	587	#766EBC
NZ_GG657677.1	GCF_000158075.1_ASM15807v1_genomic.fna.gz	518636	[Clostridium] asparagiforme DSM 15981	333367	#00F0A4
NZ_EQ973124.1	GCF_000158095.1_ASM15809v1_genomic.fna.gz	244592	Labrenzia alexandrii DFL-11	388408	#1D2535
NZ_CM011002.1	GCF_000158095.2_ASM15809v2_genomic.fna.gz	244592	Labrenzia alexandrii DFL-11	388408	#1D2535
NZ_DS999404.1	GCF_000158115.1_ASM15811v1_genomic.fna.gz	391586	Vibrio sp. 16	391586	#D367E3
NZ_DS999536.1	GCF_000158135.1_ASM15813v1_genomic.fna.gz	467661	Rhodobacteraceae bacterium KLH11	467661	#43CE32
NZ_DS999410.1	GCF_000158155.1_ASM15815v1_genomic.fna.gz	566466	gamma proteobacterium NOR5-3	566466	#8E893B
NZ_DS999411.1	GCF_000158175.1_ASM15817v1_genomic.fna.gz	565045	Luminiphilus syltensis NOR5-1B	1341119	#570404
NZ_GL987987.1	GCF_000158195.2_Fuso_mor_ATCC9817_V2_genomic.fna.gz	469616	Fusobacterium mortiferum ATCC 9817	850	#1EFA39
NZ_KN173677.1	GCF_000158215.3_Fuso_sp_2_1_31_V3_genomic.fna.gz	469599	Fusobacterium periodonticum 2_1_31	860	#FC4930
NZ_GG657998.1	GCF_000158235.1_ASM15823v1_genomic.fna.gz	469605	Fusobacterium gonidiaformans 3-1-5R	849	#FE8C15
NZ_KQ235732.1	GCF_000158255.2_Fuso_sp_4_1_13_V2_genomic.fna.gz	469606	Fusobacterium nucleatum subsp. vincentii 4_1_13	851	#92FB0C
NZ_CP007063.1	GCF_000158275.2_ASM15827v2_genomic.fna.gz	457405	Fusobacterium nucleatum subsp. animalis 7_1	851	#92FB0C
NZ_GL988012.1	GCF_000158295.2_Fuso_sp_D12_V2_genomic.fna.gz	556263	Fusobacterium necrophorum D12	859	#2A084E
NZ_JH815228.1	GCF_000158315.2_Fuso_ulc_ATCC49185_V2_genomic.fna.gz	469617	Fusobacterium ulcerans ATCC 49185	861	#F9A40A
NZ_JH114320.1	GCF_000158335.2_Bact_dorei_5_1_36_D4_V2_genomic.fna.gz	556260	Bacteroides dorei 5_1_36/D4	357276	#13FEF7
NZ_KI391984.1	GCF_000158355.2_Citrobacter_sp_30_2_V2_genomic.fna.gz	1639133	Citrobacter portucalensis	1639133	#F933BE
NZ_JH815220.1	GCF_000158375.2_Clostridium_sp_7_2_43FAA_V2_genomic.fna.gz	457396	Clostridium sp. 7_2_43FAA	457396	#5659F1
NZ_GG657414.1	GCF_000158395.1_ASM15839v1_genomic.fna.gz	556266	Escherichia coli D9	562	#4E4B5F
NZ_JH660539.1	GCF_000158415.2_Escherichia_sp_4_1_40B_V2_genomic.fna.gz	457401	Escherichia sp. 4_1_40B	457401	#DD4CEB
NZ_KI392032.1	GCF_000158435.2_Heli_bilis_ATCC43879_V2_genomic.fna.gz	613026	Helicobacter bilis ATCC 43879	37372	#3D910E
NZ_GG661993.1	GCF_000158455.1_ASM15845v1_genomic.fna.gz	556267	Helicobacter winghamensis ATCC BAA-430	157268	#085EEB
NZ_KI392030.1	GCF_000158475.2_Oxal_for_HOxBLS_2_V2_genomic.fna.gz	556268	Oxalobacter formigenes HOxBLS	847	#F45526
NZ_GG658178.1	GCF_000158495.1_ASM15849v1_genomic.fna.gz	556269	Oxalobacter formigenes OXCC13	847	#F45526
NZ_JH114352.1	GCF_000158515.2_Bacteroides_sp_4_3_47FAA_V2_genomic.fna.gz	457394	Bacteroides sp. 4_3_47FAA	457394	#8ABA0B
NZ_KQ235715.1	GCF_000158535.2_Fuso_nucl_D11_V2_genomic.fna.gz	556264	Fusobacterium nucleatum subsp. animalis D11	851	#92FB0C
NZ_KI391993.1	GCF_000158555.2_Erys_bact_D7_V2_genomic.fna.gz	556270	Coprobacillus sp. D7	556270	#C8F0D9
NZ_DS999414.1	GCF_000158575.1_ASM15857v1_genomic.fna.gz	391601	Stenotrophomonas sp. SKA14	391601	#D740C6
NZ_DS999537.1	GCF_000158595.1_ASM15859v1_genomic.fna.gz	93058	Prochlorococcus marinus str. MIT 9202	1219	#271551
NZ_EQ973327.1	GCF_000158615.1_ASM15861v1_genomic.fna.gz	546274	Eikenella corrodens ATCC 23834	539	#573703
NZ_EQ973337.1	GCF_000158635.1_ASM15863v1_genomic.fna.gz	566549	Corynebacterium matruchotii ATCC 33806	43768	#5D1561
NZ_EQ973354.1	GCF_000158655.1_ASM15865v1_genomic.fna.gz	537013	[Clostridium] methylpentosum DSM 5476	84026	#D25E4F
NZ_EQ999548.1	GCF_000158675.1_ASM15867v1_genomic.fna.gz	520462	Brucella pinnipedialis M292/94/1	120576	#B565E9
NZ_EQ999574.1	GCF_000158695.1_ASM15869v1_genomic.fna.gz	520464	Brucella melitensis bv. 1 str. Rev.1	29459	#3F7861
NZ_EQ999585.1	GCF_000158715.1_ASM15871v1_genomic.fna.gz	520456	Brucella neotomae 5K33	29460	#D62B66
NZ_EQ999598.1	GCF_000158735.1_ASM15873v1_genomic.fna.gz	520466	Brucella melitensis bv. 3 str. Ether	29459	#3F7861
NZ_EQ999615.1	GCF_000158755.1_ASM15875v1_genomic.fna.gz	520458	Brucella ceti M490/95/1	120577	#536916
NZ_EQ999629.1	GCF_000158775.1_ASM15877v1_genomic.fna.gz	520457	Brucella ceti B1/94	120577	#536916
NZ_EQ999642.1	GCF_000158795.1_ASM15879v1_genomic.fna.gz	520455	Brucella abortus bv. 9 str. C68	235	#577EF1
NZ_GG657741.1	GCF_000158815.1_ASM15881v1_genomic.fna.gz	219305	Micromonospora sp. ATCC 39149	219305	#FC0B0F
NZ_KQ235751.1	GCF_000158835.2_Fuso_gon_ATCC25563_V2_genomic.fna.gz	469615	Fusobacterium gonidiaformans ATCC 25563	849	#FE8C15
NZ_GG657745.1	GCF_000158855.1_ASM15885v1_genomic.fna.gz	591157	Streptomyces sp. SPB78	591157	#18F499
NZ_GG657749.1	GCF_000158875.1_ASM15887v1_genomic.fna.gz	591158	Streptomyces sp. AA4	591158	#1D8989
NZ_GG657753.1	GCF_000158895.1_ASM15889v1_genomic.fna.gz	253839	Streptomyces sp. C	253839	#3DBECD
NZ_GG657755.1	GCF_000158915.1_ASM15891v1_genomic.fna.gz	457427	Streptomyces himastatinicus ATCC 53653	998084	#F84A62
NZ_GG657756.1	GCF_000158935.1_ASM15893v1_genomic.fna.gz	457428	Streptomyces lividans TK24	1916	#65FC52
NZ_GG657757.1	GCF_000158955.1_ASM15895v1_genomic.fna.gz	591159	Streptomyces viridochromogenes DSM 40736	1938	#AD4CC1
NZ_GG657758.1	GCF_000158975.1_ASM15897v1_genomic.fna.gz	467200	Streptomyces griseoflavus Tu4000	35619	#A5B43F
NZ_GG663488.1	GCF_000158995.1_ASM15899v1_genomic.fna.gz	437701	Brucella sp. F5/99	437701	#46BADC
NZ_DS999573.1	GCF_000159015.1_ASM15901v1_genomic.fna.gz	525245	Actinomyces coleocanis DSM 15436	103618	#3183AD
NZ_DS999640.1	GCF_000159035.1_ASM15903v1_genomic.fna.gz	525246	Actinomyces urogenitalis DSM 15434	103621	#FBDB56
NZ_GG730334.1	GCF_000159055.1_ASM15905v1_genomic.fna.gz	411486	Clostridium sp. M62/1	411486	#D4A8B7
NZ_JH636016.1	GCF_000159075.2_Bact_sp_D2_V2_genomic.fna.gz	556259	Bacteroides sp. D2	556259	#F59B48
NZ_GG666394.1	GCF_000159095.1_ASM15909v1_genomic.fna.gz	525255	Anaerococcus tetradius ATCC 35098	33036	#960A11
NZ_GG667030.1	GCF_000159115.1_ASM15911v1_genomic.fna.gz	525260	Corynebacterium accolens ATCC 49725	38284	#86D1C9
NZ_GG667603.1	GCF_000159135.1_ASM15913v1_genomic.fna.gz	525268	Corynebacterium striatum ATCC 6940	43770	#75D08D
NC_014644.1	GCF_000159155.2_ASM15915v2_genomic.fna.gz	525284	Gardnerella vaginalis ATCC 14019	2702	#2E7CEE
